This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202112 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

Please be aware that some of the value-weight averages of operating profitability for
deciles 1 and 10 are extreme. These are driven by extraordinary values of OP for
individual firms. We have spot checked the accounting data that produce the
extraordinary values and all the numbers we examined accurately reflect the
data in the firm’s accounting statements.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197404,   -7.19,   -4.83,   -3.26,   -7.13,   -5.81,   -5.27,   -2.97,   -3.55,   -6.00,   -7.78,   -7.30,   -4.82,   -5.03,   -5.83,   -3.86,   -2.45,   -2.98,   -4.15
197405,   -9.38,   -4.07,   -1.76,   -8.75,   -7.92,   -3.19,   -2.83,   -1.58,   -8.72,   -8.78,  -10.56,   -6.22,   -2.11,   -5.78,   -3.85,   -2.25,   -1.05,   -2.15
197406,   -2.89,   -2.17,   -1.68,   -2.51,   -2.45,   -1.78,   -2.47,   -1.60,   -4.25,   -1.50,   -3.63,   -1.73,   -1.20,   -3.23,   -3.49,   -1.89,   -1.71,   -1.49
197407,   -4.38,   -6.84,   -8.76,   -4.90,   -7.05,   -5.58,   -8.08,   -8.77,   -5.25,   -4.68,   -3.56,   -9.44,   -5.86,   -5.14,   -7.26,   -8.71,   -7.64,   -9.35
197408,   -8.69,   -8.25,   -8.92,   -8.47,   -9.38,   -6.82,  -10.31,   -8.39,   -7.70,   -8.96,   -9.02,   -9.64,   -4.91,   -9.76,  -10.05,  -10.52,  -10.47,   -7.33
197409,   -7.95,   -8.39,  -14.03,   -6.15,   -9.16,   -6.84,  -11.65,  -14.87,   -5.83,   -6.35,  -10.78,   -7.96,   -6.55,   -7.31,  -11.92,  -11.44,  -13.44,  -15.58
197410,   16.33,   17.47,   16.68,   17.66,   13.10,   17.51,   18.59,   16.78,   16.59,   18.36,   14.13,   12.37,   17.19,   18.02,   21.46,   16.39,   18.56,   15.88
197411,   -0.94,   -3.59,   -5.07,   -0.95,   -3.08,   -3.46,   -3.56,   -5.44,   -0.57,   -1.19,   -0.93,   -4.65,   -3.61,   -3.23,   -3.08,   -3.94,   -6.56,   -4.86
197412,   -3.79,   -0.81,   -3.80,   -3.09,   -2.63,   -0.31,   -3.32,   -3.55,   -4.28,   -2.34,   -4.97,   -0.85,    0.23,   -1.18,   -1.82,   -4.54,   -2.88,   -3.90
197501,   16.91,   13.03,   13.97,   16.18,   18.72,   11.58,   13.37,   13.71,   16.13,   16.21,   18.16,   19.12,   10.50,   13.33,   11.70,   14.76,   10.66,   15.30
197502,    4.39,    3.58,    8.69,    3.76,    3.70,    3.52,    6.11,    9.14,    3.78,    3.75,    5.45,    2.43,    3.65,    3.31,    4.58,    7.36,    8.08,    9.67
197503,    4.05,    3.39,    2.77,    2.60,    5.65,    2.31,    4.20,    2.34,    2.86,    2.43,    6.47,    5.04,    0.73,    4.82,    4.39,    4.05,    2.99,    2.02
197504,    4.22,    3.71,    5.82,    3.35,    2.64,    3.85,    4.65,    6.57,    4.46,    2.66,    5.62,    0.39,    3.56,    4.29,    5.94,    3.62,    8.80,    5.46
197505,    6.26,    5.92,    5.27,    7.44,    6.05,    5.59,    3.88,    6.17,    7.52,    7.38,    4.40,    7.37,    5.67,    5.46,    5.56,    2.51,    6.52,    6.00
197506,    7.49,    6.03,    3.91,    7.42,    7.44,    5.94,    5.99,    3.06,    6.97,    7.71,    7.59,    7.32,    5.13,    7.19,    5.28,    6.58,    4.10,    2.52
197507,   -6.51,   -5.55,   -6.67,   -5.38,   -6.74,   -4.22,   -7.03,   -6.77,   -6.18,   -4.95,   -7.82,   -5.33,   -3.35,   -5.46,   -7.52,   -6.29,   -7.19,   -6.43
197508,   -3.44,   -2.49,   -1.76,   -4.36,   -1.61,   -3.02,   -2.64,   -1.49,   -5.46,   -3.77,   -2.35,   -0.66,   -2.99,   -3.07,   -2.49,   -2.86,   -1.88,   -1.18
197509,   -4.24,   -3.55,   -3.56,   -3.92,   -3.99,   -2.36,   -5.79,   -2.88,   -4.36,   -3.69,   -4.61,   -3.21,   -1.70,   -3.33,   -5.42,   -6.33,   -4.12,   -1.89
197510,    6.45,    6.95,    5.12,    5.51,    7.36,    6.65,    7.33,    4.60,    5.00,    5.78,    7.56,    7.12,    7.99,    4.68,    7.32,    7.34,    4.66,    4.55
197511,    4.37,    3.18,    2.59,    4.03,    4.24,    3.25,    2.52,    2.74,    4.76,    3.66,    4.75,    3.60,    3.98,    2.13,    2.88,    1.97,    3.72,    1.97
197512,   -1.41,   -0.72,   -1.36,   -1.02,   -1.82,   -0.04,   -1.37,   -1.32,   -0.39,   -1.34,   -1.85,   -1.79,    0.30,   -0.55,   -1.24,   -1.55,   -1.59,   -1.11
197601,   13.12,   12.69,   12.41,   13.61,   13.42,   11.63,   13.55,   12.12,   15.90,   12.40,   12.56,   14.51,   10.14,   13.96,   13.49,   13.63,   11.53,   12.58
197602,    3.02,    0.59,   -0.47,    3.44,    1.82,    1.27,   -0.14,   -0.71,    6.92,    1.56,    2.54,    0.94,    2.46,   -0.54,   -0.56,    0.51,   -1.67,    0.04
197603,    3.48,    1.88,    3.40,    3.47,    3.40,    2.44,    1.42,    3.50,    3.37,    3.53,    3.49,    3.28,    2.25,    2.74,    0.39,    2.97,    4.66,    2.61
197604,   -2.26,    0.05,   -1.74,   -1.48,   -1.96,    0.35,   -0.63,   -1.85,   -2.61,   -0.83,   -3.17,   -0.44,    0.42,    0.24,   -0.18,   -1.28,   -2.44,   -1.39
197605,   -2.83,   -1.76,    0.36,   -2.50,   -2.39,   -1.65,   -1.29,    0.47,   -3.96,   -1.68,   -3.23,   -1.35,   -2.36,   -0.54,   -2.10,   -0.10,   -1.33,    1.87
197606,    5.21,    4.08,    4.74,    5.92,    4.71,    3.94,    4.14,    4.77,    6.13,    5.80,    4.37,    5.12,    3.12,    5.17,    3.83,    4.60,    3.78,    5.52
197607,    0.26,   -0.59,   -0.93,    0.65,   -0.38,   -0.28,   -0.79,   -1.16,    3.68,   -0.81,   -0.32,   -0.43,    0.48,   -1.16,   -1.37,   -0.46,   -0.61,   -1.40
197608,    0.25,    0.10,   -0.50,    0.64,    0.23,    0.52,   -0.32,   -0.87,   -0.93,    1.43,   -0.33,    0.71,    2.11,   -1.36,   -1.29,    0.23,   -2.45,   -0.17
197609,    2.04,    2.58,    2.75,    1.40,    2.80,    2.52,    2.37,    3.04,    1.48,    1.36,    3.03,    2.61,    2.79,    2.20,    2.69,    2.19,    2.22,    3.39
197610,   -2.06,   -1.34,   -2.60,   -2.09,   -1.98,   -1.14,   -1.77,   -2.87,   -2.05,   -2.12,   -2.01,   -1.95,   -0.82,   -1.53,   -1.26,   -2.06,   -2.52,   -3.02
197611,    2.42,    0.96,   -0.03,    3.12,    1.69,    0.68,    0.03,    0.13,    3.13,    3.12,    1.36,    1.96,    2.57,   -1.65,    0.70,   -0.35,    1.79,   -0.59
197612,    6.46,    6.01,    5.77,    6.11,    6.98,    6.08,    5.07,    6.12,    6.71,    5.82,    7.00,    6.97,    3.76,    9.03,    5.05,    5.08,    5.84,    6.25
197701,   -3.62,   -3.09,   -4.49,   -4.15,   -1.94,   -2.89,   -6.11,   -3.41,   -3.78,   -4.33,   -2.81,   -1.23,   -2.57,   -3.28,   -5.17,   -6.64,   -4.21,   -3.05
197702,   -1.58,   -1.49,   -1.78,   -1.42,   -2.38,   -0.85,   -1.84,   -1.71,   -2.12,   -1.08,   -1.82,   -2.84,   -0.27,   -1.57,   -1.69,   -1.93,   -2.34,   -1.44
197703,   -0.20,   -1.25,   -1.24,   -0.07,   -0.77,   -0.81,   -2.61,   -0.51,   -0.33,    0.05,   -0.38,   -1.10,   -0.81,   -0.82,   -2.40,   -2.72,    0.30,   -0.85
197704,    2.63,    0.71,   -0.59,    2.73,    1.92,    0.52,   -0.28,   -0.54,    4.37,    1.95,    2.47,    1.46,   -0.67,    1.99,    0.44,   -0.71,    1.27,   -1.32
197705,   -1.59,   -0.51,   -1.41,   -1.38,   -0.99,    0.13,   -1.80,   -1.35,   -0.74,   -1.70,   -1.91,   -0.21,    0.19,    0.05,   -2.25,   -1.53,    0.09,   -1.99
197706,    4.62,    4.40,    5.89,    5.02,    4.78,    3.54,    5.17,    6.32,    7.07,    4.02,    4.02,    5.39,    3.16,    3.98,    5.52,    4.97,    6.03,    6.46
197707,   -1.82,   -1.09,   -1.29,   -2.77,    0.21,   -0.97,   -1.50,   -1.49,   -2.90,   -2.72,    0.02,    0.37,   -1.04,   -0.86,   -2.32,   -0.87,   -2.08,   -1.04
197708,   -1.80,   -1.35,   -1.08,   -1.33,   -2.54,   -1.48,   -0.19,   -1.55,   -2.93,   -0.66,   -2.68,   -2.42,   -1.54,   -1.39,   -0.33,   -0.08,   -1.89,   -1.30
197709,   -1.00,    0.55,    0.13,   -1.72,    0.47,    1.15,   -0.10,    0.11,   -1.13,   -1.96,    0.37,    0.55,    1.90,   -0.10,   -0.45,    0.17,    0.19,    0.05
197710,   -3.52,   -4.26,   -3.81,   -3.74,   -3.88,   -4.17,   -4.21,   -3.63,   -5.81,   -2.88,   -3.12,   -4.50,   -4.52,   -3.57,   -4.23,   -4.20,   -4.45,   -3.04
197711,    5.09,    4.93,    3.84,    5.51,    5.03,    4.56,    4.31,    3.88,    6.72,    5.02,    4.32,    5.61,    3.96,    5.55,    5.06,    3.75,    3.86,    3.90
197712,    0.01,    0.66,    0.96,   -0.30,    0.48,    1.09,    0.22,    1.28,   -0.21,   -0.33,    0.59,    0.38,    1.37,    0.62,    0.14,    0.28,    0.97,    1.50
197801,   -4.81,   -5.29,   -6.13,   -4.76,   -4.57,   -5.17,   -6.80,   -5.62,   -3.89,   -5.12,   -4.92,   -4.29,   -4.77,   -5.83,   -6.23,   -7.23,   -5.92,   -5.41
197802,   -1.17,   -0.31,   -1.55,   -1.35,   -0.47,    0.60,   -1.78,   -1.52,   -0.85,   -1.55,   -0.85,   -0.17,    1.37,   -0.69,   -1.97,   -1.63,   -1.71,   -1.37
197803,    3.81,    4.08,    2.58,    3.52,    3.95,    3.88,    4.10,    2.12,    6.49,    2.25,    4.36,    3.62,    3.36,    4.78,    4.77,    3.60,    2.77,    1.66
197804,    7.01,    7.59,   10.07,    8.25,    5.97,    6.43,   10.37,    9.81,    8.86,    7.98,    4.72,    6.98,    5.83,    7.45,   10.05,   10.63,    9.62,    9.94
197805,    2.62,    1.94,    2.23,    3.01,    2.17,    1.50,    2.65,    1.93,    3.19,    2.93,    1.85,    2.42,    0.48,    3.25,    2.33,    2.89,    2.49,    1.52
197806,   -0.67,   -0.70,   -1.88,   -0.80,   -0.48,   -1.25,   -0.72,   -2.14,   -0.54,   -0.92,   -0.42,   -0.52,   -1.08,   -1.53,    0.06,   -1.32,   -2.88,   -1.61
197807,    5.20,    5.53,    6.09,    4.79,    4.59,    5.84,    5.96,    6.50,    6.38,    4.02,    5.87,    3.82,    5.80,    5.88,    6.81,    5.05,    5.93,    6.96
197808,    3.35,    3.96,    5.16,    3.84,    3.81,    3.91,    4.49,    4.98,    5.68,    2.93,    2.56,    4.57,    3.82,    4.01,    3.44,    5.63,    4.98,    4.98
197809,   -0.58,   -0.86,   -0.94,   -0.40,   -0.16,   -1.11,   -0.85,   -1.29,    1.78,   -1.50,   -0.88,    0.27,   -1.57,   -0.65,   -1.62,   -0.02,   -0.39,   -2.01
197810,  -12.68,  -10.72,  -10.81,  -13.11,   -9.81,  -11.95,  -11.14,  -10.74,  -16.80,  -11.19,  -11.97,   -8.53,  -12.24,  -11.67,  -11.30,  -10.98,  -10.64,  -10.82
197811,    3.75,    3.37,    3.32,    3.31,    3.88,    3.22,    3.17,    3.47,    3.11,    3.40,    4.48,    3.53,    3.17,    3.27,    3.40,    2.93,    3.14,    3.75
197812,   -0.08,    1.10,    2.93,   -0.50,    0.48,    1.65,    1.23,    3.52,    0.70,   -1.09,    0.60,    0.41,    1.25,    2.04,    1.08,    1.39,    2.61,    4.27
197901,    7.78,    4.68,    4.07,    9.26,    5.08,    5.57,    3.92,    3.91,   11.36,    8.20,    5.44,    4.86,    5.10,    6.02,    3.38,    4.48,    2.71,    4.88
197902,   -2.91,   -2.76,   -3.23,   -2.47,   -2.64,   -3.15,   -3.16,   -3.18,   -2.04,   -2.69,   -3.64,   -2.06,   -3.79,   -2.52,   -2.96,   -3.37,   -3.18,   -3.18
197903,    6.89,    5.72,    6.83,    7.03,    4.78,    6.80,    6.50,    6.91,    9.30,    5.85,    6.67,    3.70,    6.37,    7.21,    6.38,    6.63,    6.50,    7.24
197904,   -0.83,    0.73,    1.28,   -0.75,   -1.04,    1.35,    1.59,    1.21,   -0.21,   -1.03,   -0.98,   -1.07,    1.07,    1.62,    1.71,    1.47,    0.68,    1.63
197905,   -0.52,   -1.62,   -1.84,   -0.44,   -0.67,   -1.43,   -2.36,   -1.79,   -0.39,   -0.48,   -0.64,   -0.69,   -1.35,   -1.51,   -2.75,   -1.96,   -2.18,   -1.49
197906,    6.03,    4.49,    4.06,    5.61,    4.72,    5.72,    4.59,    3.56,    6.68,    5.02,    6.74,    3.53,    5.39,    6.03,    3.83,    5.38,    4.68,    2.69
197907,    2.20,    1.97,    0.96,    2.02,    1.57,    1.99,    2.60,    0.40,    2.59,    1.62,    2.54,    1.05,    1.80,    2.16,    3.02,    2.24,    1.90,   -0.91
197908,    5.03,    6.64,    6.60,    5.13,    4.49,    8.17,    7.03,    6.24,    6.90,    3.86,    4.84,    4.31,    7.35,    8.92,    6.62,    7.39,    6.33,    6.15
197909,   -0.95,   -0.21,    0.50,   -1.81,   -0.39,    0.31,    0.27,    0.36,   -1.38,   -2.13,    0.64,   -0.95,    0.29,    0.32,   -0.33,    0.79,    1.22,   -0.41
197910,   -8.37,   -7.11,   -6.56,   -8.37,   -7.46,   -6.75,   -6.85,   -6.86,  -10.36,   -6.90,   -8.36,   -6.96,   -6.79,   -6.71,   -7.94,   -5.91,   -5.61,   -8.01
197911,    6.81,    5.83,    6.01,    6.79,    5.75,    6.67,    4.89,    6.59,    6.27,    7.18,    6.84,    5.16,    6.89,    6.47,    5.06,    4.75,    6.52,    6.66
197912,    2.96,    2.63,    2.48,    2.79,    1.92,    3.25,    2.71,    2.52,    4.87,    1.31,    3.26,    1.17,    3.29,    3.22,    3.08,    2.40,    3.01,    2.06
198001,    7.02,    5.57,    6.50,    7.19,    3.81,    7.36,    6.65,    6.20,    9.74,    5.29,    6.72,    2.16,    6.06,    8.52,    6.02,    7.18,    6.14,    6.26
198002,   -0.87,   -1.24,    0.31,   -1.07,    0.35,   -0.63,   -2.06,    0.41,    0.47,   -2.24,   -0.52,    0.86,   -0.93,   -0.37,   -4.63,    0.09,    3.55,   -2.54
198003,  -13.19,  -10.17,  -11.53,  -13.39,  -10.18,  -11.73,   -9.53,  -12.17,  -17.01,  -10.56,  -12.82,   -8.64,  -10.47,  -12.83,   -8.81,  -10.11,  -11.68,  -12.66
198004,    6.80,    5.11,    4.10,    6.71,    6.57,    5.54,    4.35,    3.44,    4.69,    8.18,    6.97,    6.35,    6.29,    4.87,    2.90,    5.52,    5.26,    1.60
198005,    6.20,    6.04,    5.79,    6.67,    5.77,    6.04,    6.43,    5.36,    6.50,    6.80,    5.39,    5.99,    5.93,    6.15,    6.10,    6.70,    5.52,    5.19
198006,    4.09,    2.75,    3.58,    3.97,    2.91,    3.15,    2.92,    3.79,    3.91,    4.01,    4.30,    2.14,    3.86,    2.51,    2.65,    3.14,    3.45,    4.15
198007,    4.99,    6.58,    8.55,    3.98,    5.52,    6.34,    8.32,    8.80,    5.58,    2.89,    6.60,    4.76,    5.98,    6.59,    8.58,    8.12,   10.44,    8.15
198008,    0.88,    2.91,    2.26,    0.73,    2.27,    3.17,    1.55,    3.02,    1.32,    0.32,    1.12,    3.09,    3.38,    3.01,    2.36,    0.93,    2.84,    3.09
198009,    1.98,    2.89,    3.57,    1.33,    1.56,    3.27,    4.25,    3.19,    0.60,    1.85,    2.96,    0.56,    2.84,    3.57,    4.26,    4.25,    2.60,    3.42
198010,    0.74,    1.60,    3.20,    0.41,    0.19,    2.33,    1.92,    4.03,    2.38,   -0.95,    1.22,   -0.57,    2.70,    2.07,    2.18,    1.72,    0.39,    5.47
198011,    5.49,   11.55,   12.18,    4.85,    5.86,   14.58,   12.20,   11.88,    5.64,    4.32,    6.42,    5.45,   12.19,   16.25,   11.53,   12.72,    8.25,   13.25
198012,   -1.55,   -2.45,   -4.14,   -1.82,   -1.17,   -3.03,   -4.25,   -3.29,   -3.59,   -0.60,   -1.15,   -1.18,   -3.09,   -2.99,   -2.41,   -5.67,    0.37,   -4.61
198101,   -0.56,   -3.92,   -5.72,   -0.05,    0.24,   -5.94,   -4.54,   -6.35,    2.02,   -1.44,   -1.28,    1.42,   -4.40,   -6.98,   -4.52,   -4.56,   -4.01,   -7.23
198102,    1.00,    2.78,    1.38,    0.56,    1.67,    2.26,    4.01,    0.15,    0.96,    0.28,    1.65,    1.68,    2.25,    2.26,    4.51,    3.62,    2.98,   -0.96
198103,    8.21,    4.40,    3.05,    8.79,    6.55,    3.76,    4.25,    2.36,    8.17,    9.22,    7.38,    5.93,    3.46,    3.97,    4.25,    4.25,    5.92,    0.91
198104,   -0.56,   -0.49,   -1.76,   -0.24,    0.78,   -0.64,   -2.63,   -1.08,    0.09,   -0.47,   -1.02,    2.15,   -0.33,   -0.86,   -2.28,   -2.92,    0.44,   -1.73
198105,    2.00,    0.95,    0.87,    2.13,    2.45,    0.57,    0.17,    1.16,    2.59,    1.81,    1.83,    2.91,    1.15,    0.16,   -0.04,    0.35,    3.05,    0.34
198106,    0.15,   -1.21,   -0.87,   -0.95,    0.33,   -0.80,   -1.44,   -0.94,   -2.37,    0.07,    1.73,   -0.69,   -2.08,    0.13,   -2.30,   -0.75,   -2.95,   -0.03
198107,   -1.89,   -0.93,    1.14,   -2.04,   -1.88,   -0.46,    0.33,    0.98,   -2.53,   -1.76,   -1.64,   -2.08,   -0.99,    0.10,   -0.97,    1.46,   -0.03,    1.66
198108,   -6.42,   -5.16,   -6.34,   -6.39,   -6.79,   -3.99,   -6.32,   -6.18,   -8.11,   -5.43,   -6.48,   -7.05,   -3.69,   -4.31,   -5.93,   -6.64,   -5.72,   -6.48
198109,   -5.50,   -4.84,   -6.73,   -5.82,   -4.80,   -4.69,   -5.71,   -7.04,   -8.32,   -4.46,   -4.93,   -4.68,   -3.00,   -6.46,   -5.21,   -6.13,   -6.36,   -7.49
198110,    3.76,    5.98,    7.29,    2.44,    6.33,    5.16,    7.24,    7.22,    3.09,    2.09,    6.07,    6.55,    4.81,    5.54,    7.04,    7.41,    8.69,    6.20
198111,    5.09,    4.17,    4.17,    5.10,    5.16,    3.75,    4.31,    4.06,    3.85,    5.77,    5.08,    5.23,    3.94,    3.54,    4.24,    4.37,    3.14,    4.72
198112,   -3.00,   -2.16,   -3.25,   -2.73,   -2.80,   -1.77,   -3.29,   -2.98,   -3.75,   -2.20,   -3.46,   -2.24,   -1.52,   -2.04,   -2.76,   -3.74,   -2.82,   -3.09
198201,   -1.17,   -2.52,   -2.54,   -1.03,   -1.50,   -2.84,   -3.08,   -2.02,   -1.25,   -0.91,   -1.41,   -1.58,   -1.62,   -4.16,   -2.58,   -3.52,   -3.08,   -1.28
198202,   -1.63,   -4.85,   -6.09,   -1.35,   -2.37,   -5.22,   -6.44,   -5.54,   -2.86,   -0.57,   -2.10,   -2.59,   -5.58,   -4.83,   -5.63,   -7.14,   -4.60,   -6.18
198203,    0.64,   -0.57,   -1.45,    0.78,   -0.11,   -0.32,   -0.81,   -1.87,    0.28,    1.04,    0.38,   -0.54,    0.33,   -1.04,   -1.01,   -0.64,   -0.04,   -3.18
198204,    4.05,    3.85,    5.29,    3.87,    4.71,    2.56,    4.55,    6.04,    3.42,    4.10,    4.37,    4.99,    1.76,    3.46,    5.31,    3.88,    5.51,    6.43
198205,   -3.61,   -3.13,   -2.13,   -2.93,   -4.37,   -2.27,   -2.47,   -2.66,   -2.90,   -2.95,   -4.84,   -3.98,   -2.82,   -1.67,   -3.99,   -1.12,   -3.75,   -1.88
198206,   -1.35,   -2.29,   -1.84,   -1.07,   -2.38,   -2.52,   -1.19,   -2.39,   -0.98,   -1.12,   -1.89,   -2.77,   -2.97,   -2.03,   -1.63,   -0.81,   -2.53,   -2.28
198207,   -2.56,   -2.08,   -1.90,   -2.96,   -1.86,   -2.62,   -2.32,   -1.18,   -2.72,   -3.11,   -2.01,   -1.74,   -1.71,   -3.64,   -1.37,   -3.34,   -2.84,    0.10
198208,   13.71,   12.29,   10.40,   12.89,   14.90,   11.61,   11.78,    9.60,   13.00,   12.82,   14.86,   14.93,   11.76,   11.44,   11.55,   12.02,    9.59,    9.62
198209,    1.01,    1.25,    3.04,    0.36,    1.05,    1.49,    2.22,    3.06,    1.04,   -0.06,    1.90,    0.39,    1.15,    1.87,    1.50,    3.00,    2.82,    3.23
198210,   12.55,   11.40,   11.96,   13.83,   12.18,   10.12,   11.11,   13.02,   17.24,   11.70,   10.83,   13.25,    8.54,   11.91,   12.30,    9.85,   13.11,   12.95
198211,    6.64,    4.69,    5.34,    7.12,    5.69,    3.98,    4.60,    6.10,    9.13,    5.78,    5.97,    5.47,    4.26,    3.67,    5.32,    3.81,    4.33,    7.42
198212,    1.77,    0.38,    1.82,    1.77,    0.91,   -0.02,    0.57,    2.72,    2.46,    1.29,    1.77,    0.25,    0.29,   -0.36,    1.15,   -0.07,    1.06,    3.94
198301,    4.16,    4.84,    3.11,    4.61,    4.19,    5.66,    3.28,    3.17,    4.83,    4.46,    3.52,    4.71,    8.38,    2.55,    3.56,    2.96,    2.93,    3.35
198302,    4.77,    2.63,    3.31,    4.72,    3.64,    2.82,    2.79,    3.27,    4.36,    4.97,    4.84,    2.71,    2.25,    3.51,    2.26,    3.39,    3.27,    3.27
198303,    4.01,    3.19,    3.68,    4.44,    3.11,    3.55,    2.87,    4.03,    6.52,    2.97,    3.41,    2.87,    2.70,    4.56,    2.82,    2.92,    4.80,    3.49
198304,    7.62,    7.04,    7.41,    8.38,    6.55,    7.59,    6.59,    7.72,   11.20,    6.30,    6.53,    6.58,    6.17,    9.26,    6.45,    6.75,    6.09,    8.88
198305,    2.83,   -0.14,    1.11,    2.90,    1.34,    0.68,   -0.73,    1.36,    2.33,    3.34,    2.72,    0.26,   -0.68,    2.24,   -1.89,    0.56,    2.62,    0.47
198306,    1.44,    3.73,    5.07,    2.55,    1.98,    2.87,    5.81,    4.47,    4.09,    1.37,   -0.21,    3.73,    2.61,    3.15,    5.26,    6.42,    3.62,    5.08
198307,   -2.77,   -3.00,   -3.88,   -3.86,   -1.90,   -2.45,   -4.13,   -3.84,   -4.41,   -3.54,   -1.41,   -2.42,   -2.94,   -1.80,   -4.26,   -3.98,   -4.09,   -3.67
198308,   -0.62,    1.46,   -0.17,   -0.30,    0.35,    1.67,    0.69,   -0.43,   -1.77,    0.57,   -1.00,    1.83,    2.54,    0.55,    0.90,    0.44,    0.55,   -1.06
198309,    1.39,    1.81,    1.78,    0.72,    2.36,    1.62,    1.69,    1.82,   -1.26,    1.85,    2.20,    2.53,    2.14,    0.95,    1.70,    1.68,    1.64,    1.93
198310,   -2.19,   -2.17,   -2.92,   -3.96,   -0.46,   -2.61,   -2.53,   -2.93,   -6.95,   -2.29,   -0.07,   -0.87,   -3.18,   -1.86,   -2.22,   -2.89,   -1.37,   -3.97
198311,    4.23,    2.50,    2.46,    5.32,    2.50,    2.27,    3.81,    1.58,    6.19,    4.86,    2.96,    2.00,    1.84,    2.83,    3.19,    4.55,    2.40,    1.02
198312,   -2.38,   -1.33,    0.11,   -2.50,   -1.92,   -0.87,   -0.85,   -0.02,   -2.11,   -2.72,   -2.24,   -1.59,   -0.62,   -1.18,   -1.94,    0.42,   -0.82,    0.54
198401,   -2.25,    0.59,   -2.48,   -1.84,   -1.64,    0.76,   -0.53,   -2.59,   -0.51,   -2.57,   -2.74,   -0.47,    1.83,   -0.61,    0.94,   -2.22,   -1.73,   -3.17
198402,   -5.52,   -3.30,   -3.95,   -5.14,   -4.46,   -4.26,   -2.71,   -4.06,   -6.63,   -4.28,   -5.97,   -2.90,   -3.37,   -5.43,   -1.89,   -3.69,   -3.52,   -4.45
198403,    2.74,    0.66,    1.22,    3.06,    1.76,   -0.01,    0.97,    1.61,    2.45,    3.40,    2.36,    1.16,   -1.12,    1.50,    1.48,    0.36,    0.98,    2.06
198404,   -2.98,    1.74,    0.82,   -3.90,   -0.55,    2.31,    0.73,    1.20,   -5.42,   -3.06,   -1.86,    0.77,    1.63,    3.21,    1.38,   -0.06,    1.80,    0.77
198405,   -7.19,   -4.90,   -4.22,   -8.02,   -4.85,   -5.71,   -3.68,   -4.82,  -10.21,   -6.84,   -6.20,   -3.52,   -6.10,   -5.21,   -4.36,   -2.83,   -4.40,   -5.12
198406,    0.26,    3.59,    3.49,   -0.40,    2.05,    4.45,    3.54,    2.91,   -1.22,    0.03,    1.02,    3.05,    5.96,    2.51,    2.44,    4.79,    3.63,    2.39
198407,   -4.41,   -2.11,   -0.92,   -6.04,   -1.93,   -2.69,   -2.25,   -0.16,   -8.84,   -4.12,   -2.66,   -1.28,   -2.08,   -3.33,   -1.89,   -2.59,   -1.42,    0.83
198408,   12.61,   11.00,   11.24,   13.17,   11.84,   10.78,   11.01,   11.25,   13.38,   13.03,   12.03,   11.67,   11.32,   10.21,   10.78,   11.24,   10.87,   11.53
198409,   -1.00,   -0.17,    0.27,   -1.76,   -0.37,    0.64,    0.21,   -0.26,   -2.85,   -1.04,   -0.19,   -0.53,    1.15,    0.10,   -1.08,    1.45,   -1.08,    0.38
198410,    0.08,   -0.42,    0.71,   -1.77,    0.60,   -1.04,    0.73,    0.67,   -3.51,   -0.67,    2.03,   -0.64,   -0.97,   -1.12,    0.66,    0.80,    0.74,    0.62
198411,   -1.07,   -0.66,   -1.52,   -1.61,   -0.43,    0.15,   -1.45,   -1.81,   -4.15,    0.01,   -0.52,   -0.35,    0.51,   -0.22,   -2.06,   -0.88,   -1.54,   -2.02
198412,    2.10,    2.28,    2.81,    1.03,    2.78,    2.01,    2.85,    2.67,    0.46,    1.37,    3.19,    2.42,    2.50,    1.49,    2.57,    3.12,    2.41,    2.87
198501,    9.82,    7.97,    8.84,   10.76,    8.88,    6.84,    8.08,    9.54,   12.55,    9.68,    8.89,    8.88,    6.99,    6.68,    8.90,    7.32,    8.13,   10.60
198502,    0.67,    1.73,    2.38,    1.28,    0.52,    1.98,    2.67,    1.98,    0.58,    1.71,    0.06,    0.92,    1.08,    2.92,    2.04,    3.28,    3.09,    1.17
198503,   -1.10,    0.19,   -0.39,   -1.14,   -0.87,    0.84,    0.45,   -0.97,   -2.14,   -0.52,   -1.07,   -0.69,    0.73,    0.96,   -0.03,    0.90,    1.21,   -2.59
198504,   -0.95,   -0.11,   -0.37,   -1.54,   -0.17,    0.70,   -0.56,   -0.61,   -3.62,   -0.27,   -0.35,   -0.01,    0.07,    1.36,   -1.33,    0.15,   -0.25,   -0.89
198505,    5.37,    5.92,    5.91,    4.93,    5.30,    6.28,    5.83,    6.11,    1.80,    6.76,    5.81,    4.86,    6.34,    6.23,    6.21,    5.48,    6.15,    6.08
